temperature,pressure,humidity,timestamp,avg_temp,avg_pressure,avg_humidity,rain_probability
28.66,954.23,58.45,2023-11-18 21:01:23.864521,28.647000000000002,954.242,58.504999999999995,9.857999999999993
28.65,954.23,58.41,2023-11-18 21:01:25.864110,28.649,954.238,58.49499999999999,9.84599999999999
28.67,954.25,58.42,2023-11-18 21:01:29.871364,28.655,954.2370000000001,58.49000000000001,9.835000000000008
28.68,954.23,58.49,2023-11-18 21:01:33.852811,28.662,954.235,58.487,9.825000000000003
28.69,954.23,58.37,2023-11-18 21:01:35.861702,28.668,954.234,58.473,9.805
28.69,954.23,58.32,2023-11-18 21:01:39.863335,28.672000000000004,954.233,58.452,9.779999999999994
28.69,954.23,58.27,2023-11-18 21:01:43.853775,28.675,954.234,58.423,9.748000000000001
28.66,954.24,58.38,2023-11-18 21:01:45.862933,28.674,954.234,58.402,9.728000000000002
28.65,954.25,58.36,2023-11-18 21:01:49.866869,28.672000000000004,954.2360000000001,58.388999999999996,9.716999999999992
28.6,954.23,58.42,2023-11-18 21:01:53.873141,28.664000000000005,954.235,58.38900000000001,9.725000000000005
28.59,954.26,58.56,2023-11-18 21:01:55.872935,28.657,954.2379999999999,58.4,9.742999999999999
28.57,954.26,58.6,2023-11-18 21:01:59.863658,28.649,954.241,58.419000000000004,9.770000000000003
28.56,954.24,58.61,2023-11-18 21:02:03.857493,28.637999999999998,954.24,58.438,9.800000000000004
28.57,954.28,58.71,2023-11-18 21:02:05.864869,28.627,954.2450000000001,58.459999999999994,9.832999999999995
28.54,954.27,58.74,2023-11-18 21:02:09.862595,28.612000000000002,954.2490000000001,58.49699999999999,9.884999999999991
28.53,954.29,58.79,2023-11-18 21:02:13.852164,28.595999999999997,954.2549999999999,58.544000000000004,9.948000000000008
28.52,954.29,58.79,2023-11-18 21:02:15.860493,28.579,954.2610000000001,58.596000000000004,10.017000000000003
28.52,954.3,58.86,2023-11-18 21:02:19.859857,28.564999999999998,954.267,58.644000000000005,10.079000000000008
28.51,954.28,58.84,2023-11-18 21:02:23.851557,28.551,954.2700000000001,58.69200000000001,10.141000000000009
28.51,954.28,58.88,2023-11-18 21:02:25.860693,28.541999999999994,954.275,58.738,10.196000000000005
28.53,954.27,58.96,2023-11-18 21:02:29.865355,28.536,954.2760000000001,58.778,10.241999999999997
28.54,954.28,58.93,2023-11-18 21:02:33.848096,28.533000000000005,954.278,58.811,10.277999999999995
28.56,954.27,58.9,2023-11-18 21:02:35.858917,28.532999999999998,954.281,58.839999999999996,10.306999999999999
28.58,954.27,58.92,2023-11-18 21:02:39.866533,28.534000000000002,954.28,58.861000000000004,10.327000000000002
28.68,954.25,58.65,2023-11-18 21:02:55.857058,28.548000000000002,954.2779999999999,58.85200000000001,10.30400000000001
28.71,954.27,58.62,2023-11-18 21:02:59.869957,28.566000000000003,954.2760000000001,58.835,10.268999999999998
28.72,954.27,58.58,2023-11-18 21:03:03.850803,28.585999999999995,954.274,58.814,10.228000000000005
28.74,954.27,58.6,2023-11-18 21:03:05.860368,28.607999999999997,954.271,58.788,10.18
28.75,954.24,58.47,2023-11-18 21:03:09.861064,28.631999999999998,954.2669999999998,58.751,10.119
28.77,954.26,58.38,2023-11-18 21:03:13.849890,28.658000000000005,954.265,58.701,10.042999999999996
28.79,954.29,58.24,2023-11-18 21:03:15.858644,28.683999999999997,954.267,58.629000000000005,9.945000000000007
28.81,954.27,58.23,2023-11-18 21:03:19.860500,28.710999999999995,954.266,58.559000000000005,9.84800000000001
28.82,954.28,58.2,2023-11-18 21:03:23.850247,28.737000000000002,954.267,58.489,9.751999999999995
28.83,954.28,58.14,2023-11-18 21:03:25.859809,28.762,954.268,58.411,9.649000000000001
28.86,954.28,58.05,2023-11-18 21:03:29.860054,28.779999999999994,954.271,58.351,9.571000000000005
28.86,954.3,57.96,2023-11-18 21:03:33.848834,28.794999999999998,954.274,58.28499999999999,9.489999999999991
28.85,954.26,57.95,2023-11-18 21:03:35.859872,28.808000000000003,954.2729999999999,58.222,9.413999999999998
28.86,954.28,57.86,2023-11-18 21:03:39.857204,28.82,954.274,58.148,9.328000000000003
28.87,954.28,57.86,2023-11-18 21:03:43.850104,28.832,954.278,58.087,9.255000000000003
28.87,954.26,57.89,2023-11-18 21:03:45.860460,28.841999999999995,954.278,58.038,9.196000000000002
28.85,954.25,57.84,2023-11-18 21:03:49.860551,28.848000000000003,954.274,57.998000000000005,9.150000000000002
28.87,954.28,57.79,2023-11-18 21:03:53.848150,28.854000000000003,954.2749999999999,57.95399999999999,9.09999999999999
28.87,954.29,57.8,2023-11-18 21:03:55.857280,28.859,954.2760000000001,57.914,9.055
28.88,954.29,57.84,2023-11-18 21:03:59.857859,28.863999999999997,954.2769999999998,57.884,9.020000000000003
28.89,954.29,57.81,2023-11-18 21:04:03.846951,28.867,954.278,57.86,8.992999999999999
28.9,954.29,57.75,2023-11-18 21:04:05.859739,28.871,954.2769999999998,57.83900000000001,8.968000000000014
28.9,954.3,57.76,2023-11-18 21:04:09.855460,28.875999999999998,954.281,57.82000000000001,8.94400000000001
28.91,954.31,57.75,2023-11-18 21:04:13.847440,28.881,954.284,57.809000000000005,8.928000000000004
28.92,954.3,57.73,2023-11-18 21:04:15.875729,28.886000000000003,954.2859999999998,57.79599999999999,8.90999999999999
28.91,954.32,57.71,2023-11-18 21:04:19.857165,28.890000000000004,954.292,57.778,8.887999999999995
28.91,954.3,57.71,2023-11-18 21:04:23.883475,28.895999999999997,954.2969999999999,57.765,8.869000000000003
28.91,954.27,57.73,2023-11-18 21:04:25.858994,28.9,954.296,57.759,8.859000000000002
28.93,954.29,57.79,2023-11-18 21:04:29.856804,28.906,954.2959999999999,57.758,8.852000000000004
28.94,954.3,57.73,2023-11-18 21:04:33.849696,28.912,954.2970000000001,57.747,8.835
28.93,954.28,57.63,2023-11-18 21:04:35.856970,28.916000000000004,954.2959999999999,57.729,8.812999999999995
28.91,954.28,57.58,2023-11-18 21:04:39.862325,28.917,954.2950000000001,57.71199999999999,8.794999999999987
28.93,954.29,57.61,2023-11-18 21:04:43.847535,28.919999999999998,954.2939999999999,57.69699999999999,8.77699999999999
28.92,954.26,57.62,2023-11-18 21:04:45.857922,28.921000000000003,954.289,57.68399999999999,8.762999999999987
28.88,954.28,57.63,2023-11-18 21:04:49.856776,28.917,954.287,57.674,8.756999999999998
28.87,954.29,57.66,2023-11-18 21:04:53.849842,28.913,954.2839999999999,57.669000000000004,8.756000000000004
28.75,954.18,57.79,2023-11-18 21:04:55.858869,28.897000000000002,954.2719999999999,57.677,8.779999999999998
28.81,954.28,57.85,2023-11-18 21:04:59.892180,28.887,954.2729999999999,57.689,8.802
28.81,954.28,57.88,2023-11-18 21:05:03.847661,28.875,954.2719999999999,57.698,8.823
28.76,954.29,57.95,2023-11-18 21:05:05.857853,28.857,954.271,57.71999999999999,8.862999999999992
28.77,954.29,58.01,2023-11-18 21:05:09.857085,28.840999999999998,954.2719999999999,57.757999999999996,8.916999999999998
28.77,954.29,58.06,2023-11-18 21:05:13.846867,28.826999999999998,954.2729999999999,57.806000000000004,8.979000000000006
28.76,954.29,58.09,2023-11-18 21:05:15.856680,28.810000000000002,954.2729999999999,57.854000000000006,9.044000000000004
28.76,954.29,58.08,2023-11-18 21:05:19.853815,28.794,954.2760000000001,57.9,9.105999999999998
28.75,954.27,58.15,2023-11-18 21:05:23.847474,28.781,954.275,57.952,9.171
28.75,954.29,58.25,2023-11-18 21:05:25.864832,28.769,954.275,58.01099999999999,9.24199999999999
28.75,954.28,58.21,2023-11-18 21:05:29.854741,28.769,954.2850000000001,58.053,9.283999999999999
28.75,954.29,58.14,2023-11-18 21:05:33.845233,28.762999999999998,954.2859999999998,58.081999999999994,9.318999999999996
28.76,954.28,58.19,2023-11-18 21:05:35.855105,28.758,954.2860000000001,58.113,9.355
28.77,954.28,58.16,2023-11-18 21:05:39.854215,28.758999999999997,954.2850000000001,58.134,9.375000000000004
28.76,954.24,58.19,2023-11-18 21:05:43.843921,28.758000000000003,954.2800000000001,58.15200000000001,9.394000000000005
28.78,954.28,58.09,2023-11-18 21:05:45.852308,28.759000000000004,954.2789999999999,58.154999999999994,9.39599999999999
28.79,954.29,58.05,2023-11-18 21:05:49.854569,28.762,954.2790000000001,58.150999999999996,9.388999999999996
28.79,954.3,58.08,2023-11-18 21:05:53.850754,28.764999999999997,954.28,58.150999999999996,9.386
28.81,954.28,58.03,2023-11-18 21:05:55.854285,28.770999999999997,954.281,58.138999999999996,9.367999999999999
28.82,954.29,58.03,2023-11-18 21:05:59.856298,28.778,954.281,58.117000000000004,9.339000000000006
28.79,954.26,58.02,2023-11-18 21:06:03.844231,28.782,954.2789999999999,58.098,9.315999999999999
28.83,954.29,58.05,2023-11-18 21:06:05.852289,28.79,954.2790000000001,58.089,9.299
28.84,954.3,58.07,2023-11-18 21:06:09.854509,28.798000000000002,954.281,58.077,9.278999999999996
28.85,954.3,58.06,2023-11-18 21:06:13.844718,28.806,954.2829999999998,58.06699999999999,9.260999999999992
28.84,954.28,58.08,2023-11-18 21:06:15.854699,28.814,954.2869999999999,58.056,9.241999999999997
28.87,954.31,57.93,2023-11-18 21:06:19.853661,28.823,954.29,58.040000000000006,9.217000000000006
28.85,954.32,57.94,2023-11-18 21:06:23.843349,28.828999999999997,954.293,58.028999999999996,9.2
28.82,954.31,57.91,2023-11-18 21:06:25.852863,28.832,954.2940000000001,58.012,9.18
28.8,954.28,58.03,2023-11-18 21:06:29.852819,28.831,954.2939999999999,58.011999999999986,9.180999999999987
28.81,954.27,58.04,2023-11-18 21:06:33.852224,28.830000000000002,954.292,58.013,9.182999999999996
28.8,954.26,58.12,2023-11-18 21:06:35.853679,28.831,954.292,58.023,9.192000000000004
28.83,954.32,58.14,2023-11-18 21:06:39.854987,28.831,954.2949999999998,58.032000000000004,9.201000000000004
28.82,954.27,58.09,2023-11-18 21:06:43.864359,28.828999999999997,954.292,58.034000000000006,9.205000000000009
28.85,954.29,58.03,2023-11-18 21:06:45.860991,28.829,954.2909999999999,58.031000000000006,9.202000000000005
28.87,954.29,58.18,2023-11-18 21:06:49.853754,28.832,954.292,58.041,9.208999999999996
28.88,954.3,58.1,2023-11-18 21:06:53.841733,28.833,954.2909999999999,58.05800000000001,9.225000000000009
28.89,954.29,58.07,2023-11-18 21:06:55.850532,28.837,954.2880000000001,58.071000000000005,9.234000000000005
28.89,954.32,57.9,2023-11-18 21:06:59.850413,28.844000000000005,954.289,58.07000000000001,9.226000000000003
28.9,954.3,57.87,2023-11-18 21:07:03.841789,28.854000000000003,954.2909999999999,58.05400000000001,9.200000000000006
28.87,954.3,57.82,2023-11-18 21:07:05.851730,28.860000000000003,954.2940000000001,58.032,9.171999999999993
28.88,954.32,57.93,2023-11-18 21:07:09.850984,28.868000000000002,954.3,58.013,9.144999999999996
28.88,954.3,57.92,2023-11-18 21:07:13.845581,28.873,954.298,57.991,9.117999999999999
28.88,954.29,57.86,2023-11-18 21:07:15.850339,28.879,954.3,57.967999999999996,9.088999999999995
28.86,954.27,57.86,2023-11-18 21:07:19.854905,28.880000000000003,954.2980000000001,57.951,9.070999999999998
28.88,954.3,57.93,2023-11-18 21:07:23.849425,28.881,954.299,57.926,9.045000000000002
28.89,954.29,58.0,2023-11-18 21:07:25.857329,28.881999999999998,954.298,57.916,9.033999999999999
28.87,954.29,57.87,2023-11-18 21:07:29.850643,28.880000000000003,954.298,57.895999999999994,9.015999999999991
28.86,954.29,57.9,2023-11-18 21:07:33.839914,28.877,954.2949999999998,57.896,9.019000000000002
28.81,954.24,57.88,2023-11-18 21:07:35.850147,28.868000000000002,954.2890000000001,57.897000000000006,9.029000000000003
28.84,954.3,57.9,2023-11-18 21:07:39.860797,28.865,954.289,57.90500000000001,9.04000000000001
28.84,954.29,57.93,2023-11-18 21:07:43.855268,28.861,954.2859999999998,57.904999999999994,9.043999999999993
28.81,954.26,57.92,2023-11-18 21:07:45.851496,28.853999999999996,954.2819999999999,57.90500000000001,9.051000000000013
28.72,954.13,57.94,2023-11-18 21:07:49.852688,28.838,954.266,57.913,9.074999999999996
28.77,954.22,57.98,2023-11-18 21:07:53.842265,28.828999999999997,954.2609999999999,57.925,9.096
28.79,954.28,58.06,2023-11-18 21:07:55.851403,28.82,954.259,57.938,9.118000000000002
28.78,954.31,58.05,2023-11-18 21:07:59.850163,28.808999999999997,954.2610000000001,57.943000000000005,9.134000000000007
28.77,954.28,58.11,2023-11-18 21:08:03.837165,28.799,954.26,57.967000000000006,9.168000000000006
28.72,954.3,58.23,2023-11-18 21:08:05.851368,28.784999999999997,954.2610000000001,57.999999999999986,9.21499999999999
28.68,954.28,58.32,2023-11-18 21:08:09.848865,28.772,954.265,58.044,9.271999999999998
28.65,954.29,58.47,2023-11-18 21:08:13.846951,28.752999999999997,954.2639999999999,58.101,9.348000000000003
28.64,954.3,58.47,2023-11-18 21:08:15.852159,28.732999999999997,954.2650000000001,58.154999999999994,9.421999999999997
28.64,954.28,58.54,2023-11-18 21:08:19.849739,28.715999999999998,954.267,58.217,9.501000000000001
28.64,954.29,58.53,2023-11-18 21:08:23.837363,28.708,954.283,58.275999999999996,9.567999999999998
28.64,954.27,58.55,2023-11-18 21:08:25.849635,28.695000000000004,954.2879999999999,58.33299999999999,9.637999999999987
28.63,954.3,58.52,2023-11-18 21:08:29.848912,28.679000000000002,954.29,58.379000000000005,9.700000000000003
28.64,954.27,58.55,2023-11-18 21:08:33.837813,28.665000000000003,954.2860000000001,58.428999999999995,9.763999999999992
28.65,954.28,58.54,2023-11-18 21:08:35.853154,28.653,954.2859999999998,58.471999999999994,9.818999999999996
28.66,954.26,58.73,2023-11-18 21:08:39.852140,28.647000000000002,954.2819999999999,58.522000000000006,9.875000000000004
28.66,954.26,58.69,2023-11-18 21:08:43.844181,28.645,954.28,58.559000000000005,9.914000000000005
28.66,954.25,58.58,2023-11-18 21:08:45.846712,28.645999999999997,954.2760000000001,58.56999999999999,9.923999999999996
28.66,954.27,58.49,2023-11-18 21:08:49.848407,28.647999999999996,954.2729999999999,58.572,9.924000000000007
28.66,954.27,58.49,2023-11-18 21:08:53.835103,28.65,954.2719999999999,58.56699999999999,9.916999999999994
28.63,954.29,58.55,2023-11-18 21:08:55.848482,28.649,954.2719999999999,58.569,9.920000000000002
28.64,954.26,58.58,2023-11-18 21:08:59.857811,28.649,954.2710000000001,58.572,9.923000000000002
28.59,954.27,58.65,2023-11-18 21:09:03.837075,28.645,954.268,58.584999999999994,9.939999999999994
28.55,954.26,58.71,2023-11-18 21:09:05.848276,28.636000000000003,954.2669999999998,58.601,9.964999999999996
28.54,954.25,58.81,2023-11-18 21:09:09.847106,28.625,954.2639999999999,58.628,10.003
28.55,954.24,58.82,2023-11-18 21:09:13.842838,28.613999999999997,954.262,58.637,10.023000000000003
28.57,954.27,58.85,2023-11-18 21:09:15.847219,28.605,954.2629999999999,58.653,10.047999999999998
28.58,954.27,58.85,2023-11-18 21:09:19.847418,28.596999999999998,954.265,58.68000000000001,10.083000000000009
28.6,954.28,58.84,2023-11-18 21:09:23.842452,28.591,954.266,58.714999999999996,10.123999999999995
28.59,954.26,58.68,2023-11-18 21:09:25.861922,28.583999999999996,954.2650000000001,58.734,10.150000000000006
28.6,954.26,58.64,2023-11-18 21:09:29.847219,28.581,954.262,58.742999999999995,10.161999999999995
28.61,954.25,58.68,2023-11-18 21:09:33.835539,28.578000000000003,954.2609999999999,58.753,10.174999999999997
28.61,954.25,58.67,2023-11-18 21:09:35.854685,28.580000000000002,954.259,58.75500000000001,10.175000000000008
28.62,954.25,58.56,2023-11-18 21:09:39.848691,28.587,954.258,58.739999999999995,10.152999999999995
28.61,954.24,58.59,2023-11-18 21:09:43.836746,28.594,954.257,58.717999999999996,10.123999999999995
28.6,954.24,58.7,2023-11-18 21:09:45.845340,28.599,954.257,58.706,10.107000000000003
28.58,954.19,58.61,2023-11-18 21:09:49.845414,28.6,954.249,58.682,10.082
28.6,954.22,58.64,2023-11-18 21:09:53.834969,28.602000000000004,954.244,58.661,10.058999999999997
28.62,954.22,58.71,2023-11-18 21:09:55.854632,28.604000000000003,954.2379999999999,58.648,10.044
28.58,954.15,58.68,2023-11-18 21:09:59.847189,28.603,954.2269999999999,58.648,10.045000000000002
28.64,954.23,58.69,2023-11-18 21:10:03.838440,28.607,954.2240000000002,58.653,10.046
28.67,954.24,58.74,2023-11-18 21:10:05.845277,28.613,954.2230000000002,58.659000000000006,10.046000000000006
28.59,954.15,58.59,2023-11-18 21:10:09.845295,28.610999999999997,954.2130000000001,58.650999999999996,10.04
28.65,954.23,58.6,2023-11-18 21:10:13.839871,28.614000000000004,954.211,58.65500000000001,10.041000000000004
28.56,954.13,58.58,2023-11-18 21:10:15.844438,28.609,954.2,58.653999999999996,10.044999999999995
28.56,954.24,58.67,2023-11-18 21:10:23.833768,28.605,954.2,58.650999999999996,10.045999999999996
28.52,954.25,58.77,2023-11-18 21:10:25.849821,28.599,954.2060000000001,58.666999999999994,10.067999999999994
28.49,954.3,58.9,2023-11-18 21:10:29.844143,28.588,954.2139999999999,58.693,10.104999999999997
28.48,954.3,58.89,2023-11-18 21:10:33.834358,28.573999999999995,954.222,58.711,10.137000000000004
28.45,954.29,59.02,2023-11-18 21:10:35.867978,28.561,954.2360000000001,58.745000000000005,10.184000000000005
28.45,954.29,59.09,2023-11-18 21:10:39.846703,28.542,954.2419999999998,58.785000000000004,10.243000000000002
28.46,954.29,59.14,2023-11-18 21:10:43.829941,28.520999999999997,954.247,58.825,10.304000000000006
28.43,954.28,59.15,2023-11-18 21:10:45.845185,28.505000000000003,954.26,58.88100000000001,10.376000000000005
28.41,954.24,59.16,2023-11-18 21:10:49.842785,28.481,954.2610000000001,58.937,10.455999999999996
28.41,954.26,59.18,2023-11-18 21:10:53.832098,28.465999999999998,954.274,58.997,10.531000000000002
28.41,954.26,59.25,2023-11-18 21:10:55.843173,28.451,954.2759999999998,59.05499999999999,10.603999999999992
28.41,954.28,59.21,2023-11-18 21:10:59.844713,28.439999999999998,954.2789999999999,59.099000000000004,10.659000000000006
28.4,954.27,59.25,2023-11-18 21:11:03.836268,28.431,954.2760000000001,59.134,10.703
28.39,954.26,59.32,2023-11-18 21:11:05.849493,28.421999999999997,954.2720000000002,59.177,10.755000000000003
28.37,954.26,59.35,2023-11-18 21:11:09.841524,28.413999999999998,954.269,59.21,10.796000000000003
28.36,954.27,59.4,2023-11-18 21:11:13.834612,28.405,954.267,59.24100000000001,10.836000000000006
28.33,954.23,59.33,2023-11-18 21:11:15.843269,28.392000000000003,954.2610000000001,59.260000000000005,10.868000000000002
28.35,954.25,59.45,2023-11-18 21:11:19.842844,28.384000000000004,954.258,59.29,10.905999999999995
28.35,954.24,59.52,2023-11-18 21:11:23.834144,28.378000000000004,954.258,59.326,10.947999999999997
28.36,954.24,59.45,2023-11-18 21:11:25.842225,28.373,954.256,59.35300000000001,10.980000000000008
28.36,954.24,59.42,2023-11-18 21:11:29.841078,28.368000000000002,954.2540000000001,59.370000000000005,11.002000000000002
28.35,954.22,59.42,2023-11-18 21:11:33.832219,28.362000000000002,954.2479999999999,59.391,11.028999999999996
28.33,954.24,59.48,2023-11-18 21:11:35.839378,28.355,954.2449999999999,59.414,11.059000000000001
28.32,954.23,59.56,2023-11-18 21:11:39.841806,28.348000000000003,954.242,59.438,11.09
